Stop ID,Stop Code,Stop Name
4052842,6063,E Main St at Alston Ave (EB)
4052846,6064,Roxboro Rd at Omega Rd
4052850,6065,Crutchfield St at Pendergrass St
4052858,6067,Olympic Ave at Roxboro Rd
4052870,6071,Morehead Ave at Fairview St
4052874,6073,Gary St at N Miami Blvd
4052886,6077,Fayetteville St at Eagle Campus Dr
4052890,6078,Mordecai St at Holston St
4052894,6079,Chapel Hill St at Arnette Ave (WB)
4052902,6085,Angier Ave at Hosiery Mills
4052906,6086,E Main St at S Hyde Park Ave (EB)
4052910,6087,US 70 at Miami Blvd
4052914,6088,Angier Ave at E Main St
4052918,6092,Hardee St at Cheek Rd
4052922,6093,Miami Blvd at Holloway St
4052934,6096,Roxboro Rd at Higbee St
4052938,6097,NC 55 at Gaston Ave (SB)
4052942,6098,Riddle Rd at Ancroft Ave (SB)
4052950,6105,Guess Rd at Hillcrest Dr
4052954,6106,Guess Rd at Lamar St
4052958,6107,Guess Rd at North Pointe Dr
4052962,6109,North Pointe Dr at Kroger
4052966,6110,North Pointe Dr at Broad St
4052970,6114,Guess Rd at Lamar St
4052974,6115,Guess Rd at Hillcrest Dr
4052978,6116,North Pointe Dr at Woodmont Dr
4052990,6125,Horton Rd at Stonewood Apts
4052994,6126,Chalk Level Rd at Horton Rd (Westbound)
4053002,6128,Wyldewood Rd at Foxfire Apts
4053006,6129,New Castle Rd at 1475 Foxfire
4053010,6130,Lawson St at Bacon St
4053014,6132,Briggs Ave at UniFirst
4053018,6133,Briggs Ave at Riddle Rd
4053022,6136,Capps St at S Alston Ave
4053026,6137,Capps St at Bacon St
4053030,6138,1116 Hearthside St
4053034,6139,Hearthside St at Welch Pl
4053042,6142,Fayetteville St at Tralea Dr
4053054,6145,Pickett Rd at Western Bypass Rd
4053058,6146,Fayetteville St at Pilot St (NB)
4053062,6147,Fayetteville St at Cornwallis Rd (NB)
4053078,6153,Fayetteville Rd at Brian Center (NB)
4053082,6154,Roxboro St at Cornwallis Rd
4053086,6155,N Roxboro Rd at Duke Regional Hospital
4053090,6156,Carver St at Meriwether Dr
4053094,6157,Club Blvd at Lindbergh St
4053098,6158,Dowd St at Gurley St
4053102,6159,Dowd St at Gurley St
4053106,6160,Dowd St at Hazel St
4053110,6161,Dowd St at Alston St
4053114,6162,Duke St at Cobb St
4053118,6163,Chapel Hill Rd at Yates Church
4053122,6164,University Dr at Shannon Rd (WB)
4053126,6165,Old Chapel Hill Rd at Garrett Rd
4053134,6167,Chapel Hill Rd at Colonial Apts (NB)
4053138,6168,Buchanan Blvd at Minerva Ave
4053146,6170,Hillsborough Rd at Sparger Rd (Food Lion)
4053150,6171,Lawson St at NCCU Track
4053154,6172,Hardee St at Holloway St
4053158,6173,Holloway St at Southerland St
4053166,6176,E Main St at Driver St (WB)
4053170,6177,Lawson St at Sima Ave (westbound)
4053186,6182,Morgan St at Mangum St
4053214,6191,Shannon Rd at Sams Club
4053218,6193,Fayetteville Rd at Turmeric Ln
4053226,6196,3805 University Dr
4053230,6197,Witherspoon Blvd at McFarland Dr
4053234,6198,Mt. Moriah Rd at Danzinger Dr
4053246,6201,Hillandale Rd at Hillandale Elementary
4053250,6202,Horton Rd at Sugarwood Pl
4053254,6203,Horton Rd at Guess Rd
4053262,6205,Guess Rd at Peppertree St
4053266,6206,Guess Rd at Crystal Lake Rd
4053270,6207,Guess Rd at Bogarde St
4053282,6210,Hillandale Rd at Pinetree Ct
4053286,6211,Hillandale Rd at Samuel Dr
4053290,6212,Hillandale Rd at Croasdaile Farms
4053298,6217,Page Rd Ext at Hwy 70
4053306,6221,Brier Leaf Ln at Brier Creek Pkwy
4053318,6224,Brier Leaf Ln at Little Brier Creek Ln
4053322,6225,Brier Creek Pkwy at Little Brier Creeky Ln
4053346,6241,Rigsbee Ave at Seminary St
4053350,6242,Rigsbee Ave at Corporation St
4053354,6243,W Geer St at Rigsbee Ave
4053358,6244,W Geer St at Glendale Ave
4053362,6245,Geer St at Glendale Ave
4053366,6246,Geer St at Rigsbee Ave
4053370,6247,Rigsbee Ave at W Corporation St
4053374,6248,Rigsbee Ave at Seminary St
4053386,6251,Renaissance Shopping Center
4053390,6252,Renaissance Pkwy at Holly Hill Dr
4053394,6253,Highgate Dr at Audubon Lake Dr
4053398,6254,Highgate Dr at Harrier Ct
4053402,6255,Highgate Dr at NC 54
4053406,6256,Fayetteville St at Cook Rd (SB)
4053410,6257,Fayetteville St at Cook Rd (Hillside HS)
4053414,6258,Fayetteville Rd at Mt Zion Church
4053434,6263,Miami Blvd at Bethesda Elementary
4053438,6264,Holloway St at Rummel St
4053442,6265,Holloway St at Lynn Rd
4053446,6266,Miami Blvd at New Haven Dr
4053454,6268,TW Alexander Dr at Center Point (EB)
4053458,6269,TW Alexander at Roche Dr (LabCorp)
4053462,6270,TW Alexander Dr at Creekside Townhomes
4053470,6272,TW Alexander Dr at Miami Blvd (WB)
4053474,6273,Miami Blvd at Methodist St.
4053478,6274,NC 54 at S Alston Ave (EB)
4053482,6275,S Alston Ave at Kestrel Heights School (SB)
4053486,6276,S Alston Ave at Duke Health (SB)
4053490,6277,S Alston Ave at Falls Pointe Apts (SB)
4053494,6278,NC 55 at Sedwick Dr (NB)
4053498,6279,NC 55 at Golden Corral (NB)
4053510,6283,NC 55 at Allendown Dr (NB)
4053518,6287,S Alston Ave at Englert Dr
4053522,6288,E Geer St at Fay St
4053526,6289,E Geer St at Midland Terrace (EB)
4053530,6290,E Geer St at Landon Farms Ln (EB)
4053542,6293,E Geer St at Landon Farm Ln (WB)
4053546,6294,E Geer St at Midland Terrace (WB)
4053550,6297,Roxboro St at Liberty St
4053554,6299,Pettigrew St at Mangum St (WB)
4053558,6300,Pettigrew St at Roxboro St
4053570,6304,E Geer St at Glenview Station
4053574,6305,E Chapel Hill St at Main St
4053578,6306,E Main St at Corcoran St (Eastbound)
4053582,6307,E Main St at Mangum St (EB)
4053586,6308,E Chapel Hill St at Post Office
4053590,6309,N Dillard St at Main St
4053594,6310,US 70 at Laurel Dr
4053598,6311,Angier Ave at Wood Chapel Ln (WB)
4053602,6312,Angier Ave at Miami Blvd
4053606,6313,Angier Ave at Bungalow Ave
4053610,6314,Angier Ave at Midway Ave
4053614,6315,Roxboro Rd at Foushee St
4053618,6316,Morgan St at The Carolina Theatre
4053622,6317,Pettigrew St at Mangum St (EB)
4053626,6319,MLK Pkwy at Stratford Lake Dr (WB)
4053630,6320,MLK Pkwy at Stratford Lake Dr (EB)
4053634,6322,Cornwallis Rd at Roxboro Rd
4053646,6330,Lakewood Ave at Fayetteville St
4053654,6333,American Dr at Constitution Dr
4053662,6335,Hillsborough Rd at Cole Mill Rd (CVS)
4053666,6336,Gregson St at Main St (Brightleaf Square)
4053670,6337,Cornwallis Rd at Laurel Oaks Dr (SB)
4053674,6338,NC 55 at Martin Luther King Jr Pkwy
4053678,6339,NC 55 at Odyssey Dr (SB)
4053682,6340,NC 55 at Carpenter Fletcher Rd (SB)
4053686,6343,Highway 98 at Joyland Ave
4053690,6344,Holloway St at Herbert St
4053694,6345,Taylor St at Holton Career Center
4053702,6347,Taylor St at Driver St (Holton Career Center)
4053706,6348,Hwy 98 at Durham Assisted Living
4053710,6349,Mineral Springs Rd at Destrier Dr
4053714,6350,Freeman Rd at Mineral Springs Rd
4053718,6351,Ross Rd at Idlewood Rd
4053766,6363,Hwy 98 at Clayton Rd
4053778,6366,E Carver St at Commons Blvd
4053806,6375,Chapel Hill Rd at E Cornwallis Rd
4053826,6381,W Main St at Amtrak Station (out)
4053830,6382,E Main St at Roxboro St (EB)
4053834,6383,Main St at Golden Belt
4053842,6386,Main St at West Village
4053846,6387,Main St at Gregson St
4053866,6394,Capps St at Athens St
4053870,6395,Briggs Ave at Person St (outbound)
4053874,6396,Briggs Ave at East Coast Metal
4053878,6397,Alston Ave at Riddle Rd
4053882,6398,Capps St at S Alston Ave
4053886,6399,Capps St at Bacon St
4053910,6424,W Club Blvd at Waltown Park
4053918,6426,Broad St at Hillcrest Dr
4053934,6430,W Club Blvd at Onslow St
4053942,6433,Hardee St at Naples Pl
4053950,6435,Holloway St at Alma St
4053958,6440,Hillsborough Rd at Operations Dr (EB)
4053974,6444,Cornwallis Rd at Campus Crossings Apts (SB)
4053978,6446,S Alston Ave at Capitola Dr (SB)
4053982,6447,Cornwallis Rd at Laurel Oaks Dr (NB)
4053986,6448,Cornwallis Rd at Campus Crossings Apts (NB)
4053998,6451,Ellis Rd at Research Triangle Academy
4054002,6452,Ellis Rd at Research Triangle Academy
4054010,6455,Roxboro Rd at Ryan St (NB)
4054014,6459,Roxboro Rd at Riverside Square
4054030,6463,Milton Rd at Durham County Library
4054034,6464,Roxboro Rd at Latta Rd
4054042,6466,New Castle Rd at Strawberry Hill Apt
4054054,6470,Lawson St at BRITE Sci Complex
4054058,6472,Herndon Rd at Fayetteville Rd
4054062,6473,Chapel Hill Rd at Valley Terrace (NB)
4054066,6474,Fayetteville Rd at Torrey Pine
4054070,6475,Fayetteville Rd at Innesbrook Way
4054074,6476,Fayetteville Rd at WG Pearson Elementary
4054078,6478,3610 Wake Forest Rd
4054082,6479,Holloway St at Ganyard Farm Way
4054102,6484,Broad St at Forest Rd (in)
4054106,6485,Hardee St at Mimosa St
4054110,6486,Hardee St at Landon St
4054114,6487,Hardee St at Delano St
4054118,6488,Raynor St at Hardee St
4054122,6489,Raynor St at The Village
4054126,6490,Holloway St at Elizabeth St
4054130,6491,E Main St at Elm St (EB)
4054134,6492,North Pointe Dr at Red Roof Inn (Outbound)
4054138,6493,Willard St at Blackwell St (EB)
4054142,6494,Blackwell St at Forest Hills Apts (NB)
4054146,6495,MLK Pkwy at Bay Camp Dr
4054162,6501,MLK Pkwy at Fayetteville Rd (WB)
4054170,6503,E Main St at Hood St
4054174,6505,E Main St at Elizabeth St
4054178,6506,E Main St at Queen St
4054182,6507,E Geer St at Faucette Ave
4054186,6510,Buchanan Blvd at Urban Ave (NB)
4054194,6520,Ellis Rd at Miami Blvd
4054198,6521,Roxboro Rd at Pacific Ave
4054210,6527,Dowd St at Mangum St
4054218,6530,Junction Rd at Ross Rd
4054222,6531,Pettigrew St at Roxboro St
4054226,6532,TW Alexander Dr at Lab Corp
4054230,6533,Mangum St at Ramseur St
4054234,6536,Ben Franklin Blvd at Voyager Academy
4055098,1811,White St at Elm Ave (Park-and-Ride)
4055266,1897,Village Park at Rex
4055278,1906,Village Park Dr at Rex (across)
4061190,3013,Raleigh Rd at Finley Golf Course Rd
4061194,3014,Raleigh at Burning Tree Dr
4061210,3024,NC 54 Park-and-Ride Lot
4061546,3114,Raleigh Rd at UNC Administration (WB)
4061686,3149,Eubanks Rd Park-and-Ride Lot
4061798,3178,S Columbia St at Abernethy Hall
4061802,3179,S Columbia St at Frat Ct
4061906,3211,Pittsboro St at Newman Center
4061918,3214,South Rd at Coker Hall
4061922,3215,South Rd at Kenan Labs
4061942,3221,Mason Farm Rd at Ambulatory Care Center (EB)
4061946,3222,S Columbia St at Carrington Hall
4061950,3223,S Columbia St at Health Sciences Library
4061954,3224,Pittsboro St at University Dr
4061962,3226,Pittsboro St at Credit Union
4062002,3237,East Dr at Jackson Cir
4062010,3239,Manning Dr at UNC Hospitals
4062054,3251,E Franklin St at Carolina Ave
4062070,3255,E Franklin St at S Boundary St
4062074,3256,E Franklin St at N Boundary St
4062078,3257,E Franklin St at Planetarium (EB)
4062082,3258,E Franklin St at Planetarium (WB)
4062086,3259,E Franklin St at Estes Dr (WB)
4062090,3260,E Franklin St at Estes Dr (EB)
4062098,3263,E Franklin St at Vet Hospital
4062102,3264,E Franklin St at Plant Rd
4062106,3265,E Franklin St at Elizabeth St (WB)
4062110,3266,E Franklin St at Elizabeth St (EB)
4062122,3269,E Franklin St at Glendale Dr
4062138,3273,E Franklin St at Booker Creek Greenway
4062398,3359,South Rd at Fetzer Gym
4062402,3360,South Rd at Student Stores
4062422,3365,E Franklin St at Elliott Rd (EB)
4062426,3366,E Franklin St at Elliott Rd (WB)
4062430,3367,E Franklin St at #1520
4062434,3368,E Franklin St at Franklin Woods
4062482,3383,N Columbia St at Rosemary St
4062494,3386,Raleigh Rd at UNC Administration (EB)
4062498,3387,Raleigh Rd at Glen Lennox Shopping Center
4062534,3396,Raleigh Rd at Hamilton Rd
4062554,3402,Martin Luther King Jr Blvd at Perkins Dr (Chapel Hill North)
4062626,3421,N Columbia St at W Franklin St
4062650,3427,E Franklin St at Coffee Shop
4062654,3428,E Franklin St at Varsity Theatre
4062662,3430,South Rd at Country Club Rd (EB)
4062666,3431,South Rd at Country Club Rd (WB)
4062670,3436,Mason Farm Rd at Odum Village
4062674,3437,S Columbia St at Sitterson Hall (ROTC)
4062734,3453,E Franklin St at Eastgate Shopping Center
4062870,3489,Jones Ferry Rd at Davie Rd
4062922,3504,E Main St at Jade Palace
4062926,3505,E Main St at Weaver St Realty
4063278,3606,Martin Luther King Jr Blvd at Chapel Hill North (SB)
4063350,3631,Jones Ferry Rd at Alabama Ave
4098134,1105,Erwin Rd at VA Hospital
4098438,1553,Erwin Rd at Towerview Rd
4098454,5078,Trent Dr at Duke Hospital South
4098458,5081,Trent Dr at Parking Deck
4098462,5102,Shirley St at Crest St
4098466,5106,Erwin Rd at Research Dr
4098470,5125,Hillsborough Rd at W Knox St
4098474,5145,Erwin Rd at Morreene Rd
4098482,5157,Fulton St at Pratt St
4098486,5165,Erwin Rd at Downing St (EB)
4098490,5207,Lasalle St at Grace Healthcare
4098494,5211,Fulton St at Shirley St
4098498,5228,Fulton St at Erwin Rd (VA Hospital)
4098502,5255,Erwin Rd at Lambeth Cir
4098506,5257,Shirley St at Ratcale Ln
4098510,5272,Duke University Rd at Anderson St (EB)
4098514,5278,Markham Ave at Ninth St
4098518,5282,Hillsborough Rd at West Durham Lumber
4098522,5286,Duke University Rd at Underwood Ave (EB)
4098526,5317,Duke University Rd at Anderson St (WB)
4098530,5351,Lasalle St at Bradford Ridge Apts
4098542,5460,Erwin Rd at LaSalle St (EB)
4098546,5465,Broad St at Markham Ave (NB)
4098550,5468,Hillsborough Rd at LaSalle St (Auto Zone)
4098554,5471,Erwin Rd at Lenox Baker Children's Hospital
4098558,5480,Flowers Dr at Duke Gardens (Northbound)
4098562,5484,Duke University Rd at Underwood Ave (WB)
4098566,5495,W Club Blvd at Clarendon St
4098570,5515,Glasson St at Morreene Rd
4098574,5526,Hillsborough Rd at Erwin Square
4098578,5527,Green St at Clarendon St (EB)
4098582,5531,Erwin Rd at LaSalle St (WB)
4098586,5564,Morreene Rd at Erwin Rd (WB)
4098590,5569,Hillsborough Rd at Kroger
4098594,5594,Hillsborough Rd at Trent Dr (WB)
4098598,5604,Crest St at Zelko Ct
4098602,5607,Erwin Rd at Trent Dr (Eastbound)
4098606,5648,LaSalle St at Campus Walk Ave (Belmont Apts)
4098614,5657,Chapel Hill St at Kent St (WB)
4098618,5684,W Club Blvd at Clarendon St
4098622,5714,Morreene Rd at Sherwood Dr (NB)
4098626,5716,Hillsborough Rd at Hicks St
4098630,5717,Hillsborough Rd at Frazee Carpet
4098634,5718,LaSalle St at Campus Walk Dr (Holly Hill Apts)
4098638,5727,Broad St at Sprunt Ave
4098642,5732,Hillsborough Rd at Carolina Ave
4098646,5734,Hillsborough Rd at Rutherford St
4098650,5743,Trent Dr at Duke Hospital South
4098654,5765,Hillsborough Rd at Rosehill Ave
4098658,5770,LaSalle St at Hillsborough Rd (SB)
4098662,5775,Duke University Rd at Swift Ave
4098666,5778,Hillsborough Rd at Lawndale Ave (WB)
4098670,5786,LaSalle St at Hillsborough Rd (NB)
4098674,5801,Broad St at Markham Ave (SB)
4098678,5802,Broad St at F St
4098682,5848,Flowers Dr at Duke Gardens (Southbound)
4098686,5869,Broad St at F St
4098690,5884,Chapel Hill St at Brewster St
4098694,5900,Chapel Hill St at Kent St (EB)
4098706,5941,Green St at Broad St
4098710,5957,Duke University Rd at Chapel Hill Rd
4098714,5965,Green St at Berkeley St (WB)
4098718,5967,Markham Ave at Iredell St
4098722,5982,Duke University Rd at Swift Ave
4098726,5986,Green St at Sedgefield St
4098730,5995,Green St at Berkeley St (EB)
4098734,6007,Service Rd at Hillandale Rd (EB)
4098738,6012,Erwin Rd at Duke Hospital
4098746,6018,Hillsborough Rd at W Main St (Food Lion)
4098750,6024,LaSalle St at Duke Manor Apts (Inbound)
4098758,6040,Hillsborough Rd at Trent Dr (EB)
4098762,6045,Lasalle St at Blue Crest Ln (Blue Crest Apts)
4098766,6049,Service Rd at Hillandale Rd (WB)
4098770,6055,Green St at Clarendon St (WB)
4098774,6068,Erwin Rd at Downing St (WB)
4098778,6069,Chapel Hill St at Carroll St
4098782,6076,Douglas St at Pratt St
4098786,6104,Fulton St at VA Hospital
4098790,6169,LaSalle St at Duke Manor Apts (Outbound)
4098810,6331,Erwin Rd at Trent Dr (WB)
4098814,6334,Chapel Dr at Duke University Rd (Alumni House)
4098818,6377,Anderson St at Main St
4098822,6379,W Main St at Swift Ave
4098830,6390,Main St at Iredell St
4098838,6392,Erwin Rd at Anderson St
4098858,6441,Duke University Rd at Chapel Dr
4098862,6499,Trent Dr at Erwin Rd
4098866,6502,Main St at 9th St
4099250,11001,E Chatham St at Lake Dr (across)
4099254,11002,E Chatham St at Lake Dr
4099274,11032,E Chatham St at W Circle Dr
4099278,11033,E Chatham St at W Circle Dr (across)
4099282,11034,Dillard Dr at Meeting St
4099286,11068,SE Maynard Rd at Cary High School
4099294,11095,N Harrison Ave at Northwoods Market (across)
4099334,1187,Hillsborough St at Meredith College
4099434,1284,Wilmington St at Cabarrus St
4099442,1292,Dillard Dr at Columbus Ave
4099446,1293,Dawson St at Martin St
4099502,1313,Dillard Dr at Walnut St
4099562,1360,Harrison Ave at Homestead Dr
4099566,1361,Harrison Ave at Dynasty Dr
4099570,1362,Harrison Ave at Northwoods Market
4099574,1363,Harrison Ave at Queen Elizabeth Dr
4099578,1364,Harrison Ave at Johnson St
4099586,1366,Kildaire Farm Rd at Cornwall Rd
4099590,1367,Kildaire Farm Rd at Mayfair Plaza
4099598,1369,Maynard Rd at Hampton Valley Rd
4099606,1370,Maynard Rd at Greenwood Cir
4099610,1371,Maynard Rd at Tanglewood Dr
4099614,1372,Maynard Rd at Ashe Ave
4099618,1373,Maynard Rd at Collington Dr
4099626,1375,Walnut St at Barnes & Noble
4099630,1376,Walnut St at Sturdivant Dr
4099634,1377,Donaldson Dr at Patrick Cir
4099638,1378,Donaldson Dr at Nottingham Dr
4099642,1379,Buck Jones Rd at Nottingham Dr
4099646,1380,Buck Jones Rd at Nottingham Dr
4099650,1381,Buck Jones Rd at Farm Gate Rd
4099654,1383,Buck Jones Rd at Xebec Way
4099658,1385,Buck Jones Rd at Farm Gate Rd
4099662,1386,Buck Jones Rd at Barclay Dr
4099666,1388,Nottingham Dr at Buck Jones Rd
4099670,1389,Nottingham Dr at Harlon Dr
4099674,1390,Donaldson Dr at Patrick Cir
4099678,1391,Walnut St at Sturdivant Dr
4099686,1394,Maynard Rd at Ellynn Dr
4099698,1398,Cary Train Station
4099702,1399,Harrison Ave at Johnson St
4099710,1400,Harrison Ave at Queen Elizabeth Dr
4099714,1403,Harrison Ave at Dynasty Dr
4099718,1404,Harrison Ave at Homestead Dr
4099738,1463,Spring Forest Rd at Falls of Neuse Rd
4099778,1478,North Hills Dr at Shellbrook Ct
4099782,1479,Spring Forest Rd at Sandy Forks Rd
4099798,1483,Spring Forest Rd at Falls of Neuse Rd
4099802,1485,Spring Forest Rd at Rainwater Rd
4099842,1539,Hammond Rd at Chapanoke Rd (SECU)
4099846,1540,Hammond Rd at Chapanoke Rd (Detention Center)
4099878,1580,Harrison Ave at Reedy Creek Rd
4099882,1581,Harrison Ave at Reedy Creek Rd
4099886,1582,Harrison Ave at Cary Pkwy
4099890,1583,Maynard Rd at Tanglewood Dr
4099894,1585,Nottingham Dr at Buck Jones Rd
4099910,1637,White Oak Shopping Center Park-and-Ride
4099934,1703,Hillsborough St at Dawson St
4099938,1704,Walnut St at Lawrence Rd
4099942,1705,Walnut St at Nottingham Dr
4099970,1713,Harrison Ave at Grande Heights Dr
4099974,1714,Harrison Ave at Harrison Point Shopping Center
4099990,1734,Wilmington St at Martin St
4100010,1748,District Drive Park-and-Ride
4100054,1789,Buck Jones Rd at Orchard St
4100070,1807,Faircloth St at Meredith College
4100102,1880,Buck Jones Rd at Barclay Dr
4100118,1891,New Bern Ave at Wake Med
4100154,206,Carter-Finley Park & Ride
4100198,8001,GoRaleigh Station
4100202,8002,Wilmington St at Morgan St
4100206,8003,N Wilmington St at Jones St
4100218,8006,N Wilmington St at North St
4100314,8030,Triangle Town Center Mall at Orvis (Park and Ride)
4100426,8058,Salisbury St at Parking Deck
4100430,8059,Salisbury St at Lane St
4100434,8061,N Salisbury St at W Jones St
4100442,8063,S Salisbury St at W Morgan St
4100458,8071,W Edenton St at S Harrington St
4101026,8228,Hillsborough St at Glenwood Ave
4101038,8231,Hillsborough St at St Marys College
4101042,8232,Hillsborough St at Mayo St
4101046,8234,Hillsborough St at Park Ave
4101050,8235,Hillsborough St at Forest Rd
4101058,8237,Hillsborough St at Enterprise St
4101066,8240,Hillsborough St at Brooks Ave (WB)
4101178,8274,Hillsborough St at Brooks Ave (EB)
4101186,8277,Hillsborough St at NCSU Belltower
4101198,8280,Hillsborough St at Forest Rd
4101414,8343,McDowell St at Martin St
4101498,8366,Townridge Shopping Center
4101502,8367,Duraleigh Rd at Glenwood Ave
4101798,8463,North Hills Dr at Northclift Dr
4102030,8523,Western Blvd at Hunt Dr
4102034,8524,Western Blvd at Ashe Ave
4102190,8568,Western Blvd at Bilyeu St
4102234,8584,Hillsborough St at Shepherd St
4102238,8586,Hillsborough St at Faircloth St
4102242,8587,Hillsborough St at Meredith College
4102278,8597,Hillsborough St at Turner St
4102282,8598,Hillsborough St at Stanhope Ave
4102326,8620,New Bern Ave at S Tarboro Rd
4102458,8654,E Edenton St at N Tarboro Rd
4102650,8712,Millbrook Rd at Lead Mine Rd
4102818,8756,North Hills Dr at Northclift Dr
4102834,8762,Millbrook Rd at Lead Mine Rd
4103002,8817,Blount St at Bledsoe Ave
4103262,8909,Blount St at GoRaleigh Station
4103454,9047,Spring Forest Rd at Timber Ridge Dr
4103462,9049,Spring Forest Rd at Exchange
4103510,9061,Buck Jones Rd at Portree Pl
4103514,9062,Buck Jones Rd at Fieldspring Ln
4103526,9065,Western Blvd at Heather Dr
4103530,9066,Western Blvd at Deboy St
4103882,9198,S Person St at Bledsoe Ave
4103894,9201,S Person St at Lenoir St
4104222,9322,Western Blvd at Hunt Club Ln
4104234,9325,Buck Jones Rd at Chest Hill Dr
4104490,9404,S Person St at Davie St
4104770,9483,Hillsborough St at Boylan St
4104790,9489,Lynn Rd at Genford Ct
4104798,9491,Lynn Rd at Shelley River
4104810,9494,Lynn Rd at Shelley River (across)
4104822,9497,Lynn Rd at Bent Creek
4104910,9525,Spring Forest Rd at New Market Way
4104918,9527,Spring Forest Rd at Rainwater Rd
4104922,9528,Spring Forest Rd at Exchange Park (Park and Ride)
4104930,9530,Spring Forest Rd at Timber Ridge Dr
4105294,9674,Edenton St at Salisbury St
4105562,9744,Dawson St at Cabarrus St
4105850,9923,New Bern Ave at WakeMed (across)
4106534,1927,Erwin Rd at Emergency Dr
4111618,6538,Enterprise at American Tobacco Trail
4111622,6541,Carver St at Hillandale Rd
4111638,6545,Morreene Rd at Campus Walk Ave (NB)
4111642,6546,American Dr at Hillgrand Dr (WB)
4111646,6547,American Dr at Hillgrand Dr (EB)
4111650,6548,Morreene Rd at American Dr
4111654,6549,Morreene Rd at Campus Walk Ave (SB)
4111658,6550,Morreene Rd at Sherwood Dr (SB)
4111662,6551,Morreene Rd at Glasson St (SB)
4111666,6552,Morreene Rd at Erwin Rd (EB)
4111674,6554,Morreene Rd at Tremont Dr (NB)
4111678,6555,Neal Rd at Bennett Memorial Rd (OB)
4111686,6557,Neal Rd at Bennett Memorial Rd (Triangle Day School)
4111690,6558,Morreene Rd at Tremont Dr (SB)
4111694,6559,Neal Rd at Hillsborough Rd
4113674,6543,Lednum St at 2309 Lednum St
4113678,6544,Leon St at N Buchanan Blvd
4113682,6562,W Murray Ave at Broad St
4113690,6564,Leon St at Haverford St
4116294,5428,Pacific Ave at Ben Franklin Blvd
4116298,5606,Pacific Ave at Roxboro Rd
4116302,6439,Fayetteville St at Umsted St
4116310,6523,Carver St at Danube Ln
4116314,6524,Ben Franklin Blvd at Danube Ln
4116318,6565,Angier Ave at Vine St (EB)
4116322,6566,Page Rd at Foxridge Crescent
4116330,6568,Miami Blvd at Raynor St
4116334,6569,Cheek Rd at Andover Dr
4116338,6570,Main St at Guthrie Ave
4116346,6572,Liberty St at Elizabeth St
4116350,6573,Hardee St at Cheek Rd
4116354,6574,Liberty St at Elizabeth St
4116358,6575,Angier Ave at Bingham St (EB)
4116362,6576,Fayetteville St at Buxton St
4116366,6577,NC 751 at Southpoint Autopark Dr
4116370,6578,NC 751 at NC 54 (NB)
4116374,6579,Hope Valley Commons Park-and-Ride
4116378,6580,NC 55 at Meredith Dr (SB)
4116382,6581,NC 55 at Allendown Dr (SB)
4116386,6582,NC 55 at Crossland Hotel (SB)
4116390,6583,NC 55 at Sedwick Dr (Greenwood Commons)
4116394,6584,S Alston Ave at Falls Pointe Apts (NB)
4116398,6585,S Alston Ave at Duke Health (NB)
4116402,6586,S Alston Ave at Capitola Dr (NB)
4116406,6587,S Alston Ave at Triangle Dr
4116410,6588,S Alston Ave at Kestrel Heights School (NB)
4116414,6589,NC 751 at NC 54 (SB)
4116418,6590,MLK Pkwy at Cook Rd (WB)
4116422,6591,S Roxboro St at Kroger
4116426,6592,MLK Pkwy at Cook Rd (EB)
4116430,6593,S Roxboro Rd at Chestnut St
4116434,6594,Alston Ave at Chenault Dr
4116438,6595,Alston Ave at Riddle Rd
4116446,6597,Lawson Ave at NCCU Soccer Field
4116450,6598,Lawson Ave at Merrick St
4116454,6599,Lawson Ave at Concord St
4116458,6600,Roxboro Rd at Dillard St
4116462,6601,New Castle Rd at Stadium Dr
4116466,6602,New Castle Rd at Foxfire Mailboxes
4116470,6603,New Castle Rd at Wyldewood Rd
4116474,6604,Wyldewood Rd at Stadium Dr
4116478,6605,Horton Rd at Delbert Ave
4116482,6606,Guess Rd at Horton Rd (Outbound)
4116486,6607,Rose of Sharon at Riverside High School
4116490,6608,Horton Rd at Glen Laurel Dr
4116494,6609,Horton Rd at Delbert Ave
4116498,6610,Stadium Dr at Horton Rd
4116502,6611,Ben Franklin Blvd at Medical Park Dr
4116506,6612,Pacific Ave at Capital St
4116510,6613,Roxboro Rd at North Duke Crossing
4116514,6614,Roxboro Rd at Denfield Rd
4116518,6615,Milton Rd at Post Office
4116522,6616,Roxboro Rd at Ryan St (SB)
4116526,6617,Stadium Dr at Wyldewood Rd
4116530,6618,Morehead Ave at Duke St (WB)
4116534,6619,Cornwallis Rd at Rogers Herr School (WB)
4116538,6620,Garrett Rd at Oak Creek Apts
4116542,6621,Garrett Rd at Glenbrook West Apartments
4116546,6622,Morehead Ave at Duke St (EB)
4116550,6624,Pacific Ave at Roxboro Rd
4116554,6627,NC 55 at Service Station
4116558,6628,Alston Ave at Dayton St (NB)
4116562,6629,TW Alexander at Page Rd
4116566,6630,TW Alexander Dr at WakeMed (WB)
4116570,6631,TW Alexander at Page Rd
4117350,1928,UNC Morehead Planetarium
4120186,6635,Geer St at Faucette Ave
4120190,6637,Fayetteville Rd at MLK Pkwy (SB)
4120194,6638,Fayetteville Rd at MLK Pkwy (NB)
4120846,6393,Holloway St at Hyde Park Ave
4120850,6498,Milton Rd at Long Cresent Dr
4121154,11109,SE Maynard Rd at Greenwood Forest Baptist Church
