Stop ID,Stop Code,Stop Name
4125182,6645,Ellis Rd at Miami Blvd (Inbound)
4128646,1228,Harrison Ave at Weston Pkwy
4128654,1930,Spring Forest Rd at Shanda Dr
4128658,1931,Spring Forest Rd at Northbend Dr
4134042,5057,Angier Ave at Driver St (EB)
4134050,5335,Angier Ave at Guthrie Ave (EB)
4134058,5635,Angier Ave at Clay St
4134066,6632,S Roxboro St at Chestnut St
4134070,6633,Neal Rd at Bishopstone Dr
4134074,6634,Neal Rd at McMannen UMC
4134082,6643,Garrett Rd at Carillon Assisted Living Center
4134086,6644,Garrett Rd at Yates Baptist Association
4134090,6646,Stratford Lakes at Fayetteville Rd
4134094,6647,LaSalle St at Kangaroo St (The Heights Apts)
4134102,1207,Hope Valley Rd at Garrett Rd
4135418,5637,Main St at Gregson St
4135422,6380,W Main St at Campus Dr
4135426,6389,Main St at Campus Dr
4136130,12042,Research Dr at Erwin Rd
4143570,1808,Faircloth St at Beaver Dam Rd
4146366,12018,Duke Chapel
4153102,6648,Wedgedale Ave at Manson Pl
4153106,6649,MLK Pkwy at Lakeside Gardens
4153110,6650,North Roxboro St at Frasier St
4153114,6652,Roxboro Rd at Faith Community Church
4158266,1941,Fulton St at Elder St
4158274,11105,SE Maynard Rd at Kildaire Farm Rd
4163710,6657,Morreene Rd at Glasson St (NB)
4163714,6658,Main St at Angier Ave
4163718,6660,Taylor St at Gary St (WB)
4163722,6661,S Dillard at County Public Health
4163726,6662,Operations Dr at Western Park Pl
4169154,1956,Efland-Cheeks Community Center
4169158,1957,E Washington St at S 5th St (Mebane City Hall)
4169162,1958,Mebane Cone Health Park-and-Ride
4169170,1961,Fuquay-Varina South Park Park & Ride
4169174,1962,Hilltop Food Lion Fuquay-Varina Park & Ride
4171438,1480,Spring Forest Rd at Sandy Forks Rd
4174906,6663,Fayetteville Rd at Hillside High School
4174908,6664,TW Alexander at Fun Park Dr
4174910,6665,TW Alexander Dr at Center Point (WB)
4174984,6659,Taylor St at Gary St (EB)
4176252,5719,Roxboro St at W Knox St
4177596,6670,Research Dr at Circuit Dr
4177598,6671,Main St at Chapel Hill St
4177600,6672,Main St at Chapel Hill St
4177602,6673,Main St at 9th St
4177604,6674,Main St at Rutherford St
4177606,6675,Research Dr at Erwin Rd
4177610,1201,Hillsborough St at Mayo St
4181374,5384,Lakewood Ave at S Mangum St (WB)
4181376,6204,Guess Rd at Horton Rd (Inbound)
4181378,6442,Lakewood Ave at Roxboro St (Southside Lofts)
4181380,6450,Ellis Rd at New Haven Dr
4181382,6677,Angier Ave at East End Ave
4181384,6678,Angier Ave at Midway Ave
4181386,6679,Pleasant Dr at Angier Ave
4181388,6680,Great Jones St at Main St
4181390,6681,W Durham Dr at US 15-501
4185866,6684,North Pointe Dr at Woodmont Dr (Inbound)
4188130,1397,Kildaire Farm Rd at Cornwall Rd
4188138,6685,US 70 at Peyton Ave (Family Dollar)
4190418,1975,Durham Tech OCC Park-and-Ride (SB)
4190628,5391,Fayetteville Rd at Geneva Dr (NB)
4191614,6286,Chapel Dr at Duke University Rd (Duke News)
4195470,6567,Guthrie Ave at Main St
4195472,6571,Guthrie Ave at Angier Ave
4195474,6095,Duke Regional Hospital
4196802,5120,Garrett Rd at Jordan High
4196804,5380,Garrett Rd at Jordan High (out)
4196806,6686,Ivey Wood Ln at Springwood Park Apts
4196808,6687,Cameron Blvd at Science Dr
4196810,6688,Little Brier Creek Ln at TW Alexander Dr
4196812,6689,Brier Creek Pkwy Skyland Ridge Pkwy
4196844,8894,S Blount St at E. Davie St
4197196,8276,Hillsborough St at Horne St (EB)
4197592,1000,Regional Transit Center (RTC)
4197594,1038,Davis Dr at Delta
4197596,1039,Kit Creek Rd at Davis Dr
4197598,1078,Erwin Rd at Cameron Blvd
4197600,1079,TW Alexander Dr at NC 54
4197602,1080,TW Alexander Dr at Research Commons
4197604,1081,TW Alexander Dr at United Therapeutics
4197606,1083,TW Alexander Dr at Cornwalis Rd
4197608,1084,Cornwallis Rd at Cree
4197610,1085,Cornwallis Rd at United Therapeutics
4197612,1104,Trent St at Erwin Rd (SB)
4197614,1107,Erwin Rd at Cameron Blvd
4197616,11092,S Academy St at Charlie Gaddy Ln
4197618,1143,NC 54 at Friday Center Dr
4197620,1144,NC 54 at Falconbridge Rd (EB)
4197622,1145,NC 54 at Leigh Farm Rd
4197624,1146,NC 54 at Copper Ridge Dr
4197626,1151,Woodcroft Pkwy at Highgate Dr (WB)
4197628,1152,Woodcroft Pkwy at Fayetteville Rd
4197630,1185,Blue Ridge Rd at State Fairgrounds
4197632,1186,Hillsborough St at NCSU Veterinary School
4197634,1208,NC 54 at Dresden Dr
4197636,1209,NC 54 at Quadrangle Dr
4197638,1211,NC 54 at Meadowmont Ln
4197640,1219,Copley Pkwy at Morrisville Outlet Mall
4197642,1220,Copley Pkwy at Morrisville Outlet Mall
4197644,1221,Slater Rd at Page Rd (Imperial Point)
4197646,1222,Slater Rd at Emperor Blvd (Chelsea Place)
4197648,1224,Blue Ridge Rd at Ramada Inn
4197650,1227,Jones Franklin Rd at Hunt Club Ln
4197652,1240,NC 55 at Colony Woods Dr
4197654,1241,NC 55 at Old Jenks Rd
4197656,1242,NC 55 at Lewey Dr
4197658,1243,NC 55 at Parkscene Ln
4197660,1245,NC 55 at Brook Arbor Dr
4197662,1246,NC 55 at Glendon Way
4197666,1248,NC 55 at Carpenter Fire Station Rd
4197668,1262,Pine Plaza Dr at Lake Pine Dr
4197670,1263,Pine Plaza Dr at Shepherds Vineyard Dr
4197672,1264,Tryon Rd at Crescent Green Dr
4197674,1265,Colonades Way at Waverly Place PNR
4197676,1267,Tryon Rd at Cary Pkwy
4197678,1269,Dillard Dr at Walnut St
4197680,1270,Dillard Dr at Corning Rd
4197682,1271,Dillard Dr at Jones Franklin Rd
4197684,1272,Jones Franklin Rd at Crossroads Blvd
4197686,1273,Jones Franklin Rd at Penwood Dr
4197688,1274,Dillard Dr at Jones Franklin Rd
4197690,1275,Western Blvd at Method Rd
4197692,1276,Western Blvd at Gorman St
4197694,1277,Western Blvd at Dan Allen Dr (NCSU)
4197696,1281,Western Blvd at Boylan Ave
4197698,1283,Wilmington St at Shaw University
4197700,1294,Dillard Dr at Piney Plains Rd
4197702,1295,Dillard Dr at Piney Plains Rd
4197704,1299,Western Blvd at Boylan Ave
4197706,1301,Western Blvd at Morrill Dr (NCSU)
4197708,1303,Western Blvd at Gorman St
4197710,1304,Western Blvd at Kent Rd
4197712,1305,Jones Franklin Rd at Capital Center
4197714,1306,Jones Franklin Rd at Centerview Dr
4197716,1307,Jones Franklin Rd at Hunt Club Ln
4197718,1308,Jones Franklin Rd at Woodsdale Rd
4197720,1309,Jones Franklin Rd at Wayne St
4197722,1310,Jones Franklin Rd at Crossroads Blvd
4197724,1311,Jones Franklin Rd at Capital Center
4197726,1315,Tryon Rd at Cary Pkwy
4197728,1317,Colonades Way at Waverly Place PNR
4197730,1318,Tryon Rd at WakeMed Cary Hospital
4197732,1319,Tryon Rd at Crescent Green Dr
4197734,1320,Piney Plains Rd at Tryon Rd
4197736,1321,Piney Plains Rd at Tryon Rd
4197738,1322,Piney Plains Rd at Scarlet Sky Ln
4197740,1323,Piney Plains Rd at Scarlet Sky Ln
4197742,1345,Tryon Rd at Kildaire Farm Rd
4197744,1350,Davis Dr at Biogen
4197746,1354,Davis Dr at Park Knoll Dr
4197748,1355,Davis Dr at Hopson Rd
4197750,1357,Harrison Ave at SAS Campus Dr
4197752,1368,Kilmayne Dr at Big Lots
4197754,1374,Maynard Rd at Walnut St
4197756,1392,Kildaire Farm Rd at Medcon Ct
4197758,1395,Maynard Rd at Hampton Valley Rd
4197760,1436,NIEHS at Building 101
4197762,1437,NC 55 at Indian Wells Rd
4197764,1438,NC 55 at Glendon Way
4197766,1439,NC 55 at Brook Arbor Dr
4197768,1440,NC 55 at Highfield Ave
4197770,1441,NC 55 at Green Level Rd
4197772,1442,NC 55 at Catlin Rd
4197774,1443,NC 55 at Turner Creek Rd
4197776,1444,NC 55 at Jenks Rd
4197778,1445,NC 55 at Colony Woods Dr
4197780,1446,NC 55 at Vision Dr
4197782,1447,Williams St (NC 55) at Olive Chapel Rd
4197784,1449,Hughes St at Compare Foods Park-&-Ride (across)
4197786,1450,Hughes St at Compare Foods Park-&-Ride
4197788,1452,Mason St at Apex Town Hall (across)
4197790,1453,Old Raleigh Rd at Heatherwood Dr
4197792,1454,Old Raleigh Rd at New Dover Rd
4197794,1455,Old Raleigh Rd at Sterling Silver Dr
4197796,1456,Old Raleigh Rd at Shepherds Vineyard Dr
4197798,1459,NC 55 at High House Rd
4197800,1469,North Hills Dr at Shellbrook Ct
4197802,1470,Shelley Lake Park-and-Ride
4197804,1473,Pleasant Valley Rd at Golds Gym
4197806,1474,Pleasant Valley Rd at Golds Gym
4197808,1476,Glenwood Ave at Millbrook Rd
4197810,1486,Capital Crossing Shopping Center
4197812,1496,Blue Ridge Rd at Westchase Blvd
4197814,1499,Slater Rd at Page Rd (Coastal Credit Union)
4197816,1504,Davis Dr at Laboratory Dr
4197818,1506,IBM 062
4197820,1513,Miami Blvd at Guardian Dr (across)
4197822,1515,Miami Blvd at Patriot Dr
4197824,1519,Factory Shops Rd at Morrisville Outlet Mall
4197826,1520,Factory Shops Rd at Morrisville Outlet Mall
4197830,1528,Hammond Rd at Rush St (Outbound)
4197832,1530,Hammond Rd at Rush St
4197834,1531,US 70 at Loop Rd
4197836,1532,7th Ave at Garner Town Hall
4197838,1533,7th Ave at Forest Hills Dr
4197840,1545,Hammond Rd at Tryon Rd (Outbound)
4197842,1546,Hammond Rd at Tryon Rd (Northbound)
4197844,1548,Blue Ridge Rd at State Fairgrounds
4197846,1549,NIEHS at Building 101
4197848,1550,United States EPA (RTP Campus)
4197850,1551,Hopson Rd at US EPA
4197852,1552,Davis Dr at Hopson Rd (Inbound)
4197854,1554,Old Chapel Hill Rd at SW Durham Dr (Githens School)
4197856,1556,NC 54 at New Millennium Way (EB)
4197858,1557,NC 54 at New Millennium Way (WB)
4197860,1558,Slater at Creekstone Dr
4197862,1559,Emperor Blvd at Royal Center
4197864,1560,Emperor Blvd at Venture Center
4197866,1563,Slater Rd at Emperor Blvd (Bright Horizons)
4197868,1566,Slater Rd at S Miami Blvd (Zaxby's)
4197870,1576,RDU Airport at Terminal 1
4197872,1577,RDU Airport at Terminal 2
4197874,1587,Walnut St at Cary Towne Center Mall
4197876,1590,Trent St at Erwin Rd (NB)
4197878,1593,Williams St (NC 55) at Hunter St
4197880,1596,Mason St at Apex Town Hall
4197882,1597,Old Raleigh Rd at Sterling Silver Dr
4197884,1598,Old Raleigh Rd at Shepherds Vineyard Dr
4197886,1599,NC 55 at Vision Dr
4197888,1600,NC 55 at Carpenter Fire Station Rd
4197890,1602,IBM 500
4197892,1609,Hanes Dr at RTI
4197894,1611,Davis Dr at Hamner Institutes
4197896,1613,NC 54 at Falconbridge Rd (WB)
4197898,1628,Cornwallis Rd at S Miami Blvd
4197900,1629,IBM 203
4197902,1662,Hillsborough St at NCSU Veterinary School
4197904,1689,Davis Dr at Syngenta
4197906,1707,Millbrook Rd at Dodsworth Dr
4197908,1708,Millbrook Rd at Dodsworth Dr
4197910,1709,Millbrook Rd at Creedmoor Rd
4197912,1716,Jones Franklin Rd at Waters Edge Dr
4197914,1718,Emperor Blvd at LCI
4197916,1719,Emperor Blvd at Yorkshire Place
4197918,1720,Lake Pine Plaza Park-and-Ride
4197920,1723,Williams St (NC 55) at Bank of America
4197924,1725,Williams St (NC55) at Haddon Hall
4197926,1726,Williams St (NC 55) at Peakway Market
4197930,1731,Williams St (NC 55) at Beaver Creek Commons
4197932,1732,Stirrup Creek Dr at Twin Creeks Ct
4197934,1757,Churton St at North Hills Shopping Center
4197936,1758,Churton St at Police Station
4197938,1760,NC 86 at Walmart (Southbound)
4197940,1761,NC 86 at Storey Ln (Southbound)
4197942,1762,Churton St At Courhouse
4197944,1763,NC 86 at Millhouse Rd (Southbound)
4197946,1764,NC 86 at Mt. Sinai Rd
4197948,1765,NC 86 at Walmart (Northbound)
4197950,1766,NC 86 at Storey Ln (Northbound)
4197952,1769,Western Blvd at Gannett St
4197954,1770,Western Blvd at Powell Dr
4197956,1771,Jones Franklin Rd at Vann St
4197958,1772,Jones Franklin Rd at Vann St
4197960,1774,Harrison Ave at Cary Academy
4197962,1775,Academy St at Chatham St
4197964,1776,Slater Rd at GoTriangle Admin Office
4197966,1777,Slater Rd at Sheraton Hotel
4197968,1780,Woodcroft Pkwy at Weathersfield Dr
4197970,1784,Spring Forest Rd at New Market Way
4197972,1788,NC 55 at Connemara Dr
4197974,1796,SW Durham Dr at Rose Garden Ln (NB)
4197976,1797,SW Durham Dr at Witherspoon Blvd
4197978,1798,Kit Creek Rd at Cisco 1
4197980,1799,Kit Creek Rd at Cisco 2
4197982,1800,Louis Stephens Dr at Cisco Building 12
4197984,1801,Development Dr at Lenovo 1
4197986,1802,Development Dr at Lenovo 2
4197988,1842,Chatham St at Wake Med Soccer Park (EB)
4197990,1843,Chatham St at Wake Med Soccer Park (WB)
4197992,1845,Durham Tech OCC Park-and-Ride
4197994,1849,Davis Dr at RTP Headquarters
4197996,1854,Miami Blvd at Chin Page Rd
4197998,1855,Miami Blvd at Chin Page Rd (across)
4198000,1856,Miami Blvd at Guardian Dr
4198002,1857,Miami Blvd at GE Aviation
4198004,1860,NC 54 at Park Dr (EB)
4198006,1861,NC 54 at Park Dr (First Citizens Bank)
4198008,1862,Page Rd at TW Alexander Dr
4198010,1863,NC 54 at Park Offices Dr (The Frontier)
4198012,1864,NC 54 at Research Triangle High School
4198014,1865,NC 54 at Triangle Dr (WB)
4198016,1866,NC 54 at TW Alexander Dr (EB)
4198018,1876,Cornelius St (US 70) at Rainey Rd
4198020,1881,Jones Franklin Rd at Ft Sumter Rd
4198022,1887,Millbrook Rd at Creedmoor Rd
4198024,1898,Revere Rd at Nash St
4198026,1913,Dillard Dr at Meeting St (across)
4198028,1915,7th Ave at Forest Hills Dr (across)
4198032,1917,Timber Dr at Benson Rd
4198034,1918,Timber Dr at Benson Rd (Outbound)
4198036,1919,Timber Dr at Aversboro Rd
4198038,1920,Timber Dr at Aversboro Rd (Outbound)
4198040,1921,Aversboro Rd at Aversboro Elementary
4198042,1922,Aversboro Rd at Aversboro Elementary (across)
4198044,1923,Aversboro Rd at Poole Dr
4198046,1924,Aversboro Rd at Poole Dr (Outbound)
4198048,1925,Vandora Springs Rd at Beichler Rd
4198050,1926,Vandora Springs Rd at Beichler Rd (Outbound)
4198052,1929,Page Rd at World Trade Blvd
4198054,1933,Pleasant Valley Rd at Townridge Shopping Center (across)
4198056,1934,Pleasant Valley Rd at Millbrook Rd (OB)
4198058,1935,Pleasant Valley Rd at Millbrook Rd (IB)
4198060,1937,NC 54 at Shiloh Glenn
4198062,1938,Woodcroft Pkwy at Homeplace II
4198064,1939,Woodcroft Pkwy at Parson's Chase
4198066,1940,Western Blvd at Blue Ridge Rd.
4198068,1943,SW Durham Dr at Realm Homes (NB)
4198070,1944,SW Durham Dr at Realm Homes (SB)
4198072,1945,Hillsborough St at Jones Franklin Rd
4198074,1952,McDowell St at Lenoir St
4198076,1965,3020 Carrington Mill Blvd
4198078,1966,Carrington Mill Blvd at Paramount Pkwy
4198080,1967,Paramount Pkwy at Lenovo (Outbound)
4198082,1968,Paramount Parkway at Perimeter Park
4198084,1969,Salisbury St at W Davie St
4198086,1970,Salisbury St at South St
4198088,1971,Paramount Pkwy at Perimeter Park
4198090,1972,Paramount Pkwy at Lenovo (Inbound)
4198092,1973,Carrington Mill Blvd at Paramount Pkwy
4198094,1974,3015 Carrington Mill Blvd
4198096,1977,Airport Blvd at Factory Shops Rd
4198098,1978,Airport Blvd at Aerial Center Pkwy (Waffle House)
4198100,1980,Waterstone Dr at UNC Health Care - Hillsborough Campus
4198102,5026,Woodcroft Pkwy at Winterberry Ridge
4198106,5633,Fayetteville Rd at Sutton Place Apt
4198108,5894,Woodcroft Shopping Center
4198110,6075,Westgate Dr at Burger King
4198112,6195,Old Chapel Hill Rd at Farrington Rd (Githens School)
4198114,6215,Hope Valley Rd at Garrett Rd (Bank of America)
4198116,6249,SW Durham Dr at Witherspoon Blvd
4198118,6250,SW Durham Dr at Rose Garden Ln (SB)
4198120,8282,Hillsborough St at Park Ave
4199272,1981,Kitty Hawk Way at IBM Dr
4199392,8238,Hillsborough St at Horne St (WB)
4199398,8569,Western Blvd at Hunt Dr
4199418,6691,Madden Ave at Roxboro Rd
4199422,1894,TW Alexander Dr at Environmental Pkwy (NIEHS)
4199424,1895,TW Alexander Dr at S Alston Ave (NIEHS)
4200736,1150,Woodcroft Pkwy at Old Fox Trail
4200798,6676,Guess Rd  at Victory Blvd
4211368,6226,TW Alexander Dr at Glenwood Ave
4211370,6267,TW Alexander Dr at Miami Blvd (EB)
4211372,6281,TW Alexander Dr at Stirrup Creek Dr
4211962,9925,NC State Fairgrounds Gate 1
4213452,6693,W Enterprise St at E Forest Hills Blvd
4213490,5150,Erwin Rd at Duke Eye Center
4213492,6515,Buchanan Blvd at Urban Ave
4213498,5373,NC 54 at Barbee Rd (EB)
4213500,5443,NC 54 at Revere Rd (WB)
4213502,5517,Fayetteville Rd at Southpoint Crossing Dr
