Route ID,Short Name,Long Name
4000122,WRX,Triangle Transit - Wake Forest-Raleigh Express (operated by GoRaleigh),4099990,4100206,4100218,4100314,4055098,4100426,4100434,4100198
4000123,ZWX,Triangle Transit - Zebulon-Wendell-Raleigh Express (operated by GoRaleigh),4040178,4040190,4105850,4102458,4100206,4100218,4100426,4100434,4103262,4102326,4100118,4040182
4000124,CRX,Triangle Transit - Chapel Hill-Raleigh Express,4062626,4062482,4061686,4100070,4197196,4100442,4100198,4062398,4100010,4105294,4199392,4143570,4062402,4101066
4000125,KRX,Triangle Transit - Knightdale-Raleigh Express (Operated by GoRaleigh),4040222,4040226,4055266,4105850,4102458,4100206,4100218,4100430,4100434,4103262,4102326,4100118,4055278
4000126,DRX,Triangle Transit - Durham-Raleigh Express,4191614,4098814,4098454,4098786,4051918,4100154,4197196,4100442,4100198,4105294,4199392,4158266,4106534,4098650,4100070,4143570
4003742,RSX,Triangle Transit - Robertson Express (Operated by GoDurham),4117350,4146366
4005498,ODX,Triangle Transit- Orange-Durham Express,4169154,4169158,4169162,4190418,4158266,4106534,4051918,4098786,4197992,4197942,4028994
4006402,FRX,Triangle Transit - Fuquay-Varina - Raleigh Express (Operated by GoRaleigh),4099990,4100442,4198084,4169174,4169170,4099434
4009216,100,Raleigh-Airport-RTC,4100198,4105294,4100458,4101026,4101038,4101042,4101046,4101050,4101058,4199392,4102234,4102238,4102242,4197902,4197630,4197648,4197870,4197872,4197826,4197640,4197592,4197642,4197824,4197812,4197844,4197632,4099334,4102278,4102282,4101178,4197196,4101186,4101198,4198120,4177610,4104770,4099934,4100442
4009218,105,Raleigh-RTC,4100198,4105294,4100458,4101026,4101038,4101042,4101046,4101050,4101058,4199392,4102234,4102238,4143570,4197826,4197640,4197592,4197642,4197824,4100070,4102278,4102282,4197196,4101186,4101198,4198120,4177610,4104770,4099934,4100442
4009220,201,North Raleigh-RTC,4197810,4103454,4103462,4099802,4197970,4099738,4128654,4171438,4104810,4104822,4102818,4099778,4197802,4102834,4197910,4197906,4198058,4197804,4101498,4197808,4198060,4197864,4197914,4197964,4197592,4197966,4197916,4197862,4101502,4198054,4197806,4198056,4197908,4198022,4102650,4197800,4101798,4104790,4104798,4099782,4128658,4099798,4104910,4104918,4104922,4104930
4009222,301,Cary-Downtown Raleigh,4099698,4197962,4197616,4099586,4099590,4197752,4121154,4099598,4099606,4099890,4099618,4197754,4099626,4099630,4099938,4099674,4099638,4099894,4099642,4099650,4100102,4103510,4104234,4103514,4104222,4103526,4103530,4197710,4197708,4197694,4102190,4199398,4197696,4197698,4099434,4099990,4100202,4100206,4100218,4100430,4100434,4100442,4198084,4198086,4197704,4102030,4102034,4197706,4197692,4197690,4198066,4197952,4197954,4099654,4100054,4099662,4099658,4099646,4099666,4099670,4099634,4099942,4099678,4197874,4099286,4099614,4099610,4099686,4197758,4158274,4197756,4188130
4009224,300,Regional Transit Center  Perimeter Park  Cary  Downtown Raleigh,4197592,4198076,4198078,4198080,4198082,4198098,4128646,4099886,4099882,4099718,4099566,4099970,4099570,4099574,4099702,4099698,4099274,4099254,4197988,4104222,4103526,4103530,4197710,4197708,4197694,4102190,4199398,4197696,4198074,4101414,4100198,4100202,4100206,4100218,4100430,4100434,4100442,4198084,4198086,4197704,4102030,4197706,4197692,4197690,4197952,4197954,4198072,4197990,4099250,4099278,4099578,4099710,4099294,4099974,4099714,4099562,4099878,4197960,4197750,4198096,4198088,4198090,4198092,4198094,4103262,4102034
4009226,305,Lake Pine-Cary-Raleigh,4099990,4100202,4100206,4100218,4100426,4100430,4100434,4100442,4099446,4105562,4197704,4102030,4102034,4197706,4197692,4197690,4197952,4197954,4197650,4197956,4198020,4197724,4197714,4197718,4197684,4197688,4099442,4099502,4099282,4197700,4197740,4197736,4197726,4197674,4197730,4197732,4197918,4197670,4197668,4197672,4197742,4197728,4197676,4197734,4197738,4197702,4198026,4197678,4197680,4197682,4197722,4197720,4197686,4197712,4197912,4197958,4197716,4103526,4103530,4197710,4197708,4197694,4102190,4199398,4197696,4197698,4099434
4009228,311,Apex-RTC,4197592,4197966,4197916,4197862,4197850,4197848,4197846,4199424,4197666,4197762,4197764,4197766,4197768,4197770,4197772,4197774,4197776,4197778,4197780,4197930,4197920,4197782,4197786,4197788,4197790,4197882,4197884,4197918,4197670,4197668,4197796,4197794,4197792,4197880,4197784,4197878,4197926,4197924,4197886,4197652,4197654,4197656,4197658,4197798,4197972,4197660,4197662,4197888,4199422,4197760,4197852,4197964,4198060,4197864,4197914
4009230,400,Durham-Patterson Place-Chapel Hill,4051918,4051118,4197612,4098134,4098774,4098582,4098502,4098474,4197614,4198110,4052582,4050206,4050334,4050346,4053126,4197854,4197974,4198068,4197976,4053230,4053234,4062138,4062426,4062434,4062086,4062098,4062106,4062054,4062074,4062082,4061802,4061962,4061954,4061942,4062670,4062002,4062010,4061950,4061946,4062674,4061798,4062650,4062078,4062070,4062122,4062102,4062090,4062430,4062422,4062734,4049706,4198116,4198070,4198118,4198112,4049414,4049418,4049710,4049422,4052758,4050710,4197598,4098438,4098542,4098486,4098738,4197876,4052478,4062654
4009232,405,Durham-Chapel Hill,4051918,4051118,4197612,4098134,4098774,4098582,4098502,4098474,4197614,4062138,4062426,4062434,4062086,4062098,4062106,4062054,4062074,4062082,4062654,4061802,4061906,4061962,4061954,4061942,4062670,4062002,4062010,4061950,4061946,4062674,4061798,4062650,4062078,4062070,4062122,4062110,4062102,4062090,4062430,4062422,4062734,4197598,4098438,4098542,4098486,4098738,4197876,4052478,4062870,4062926,4062922,4063350
4009242,700,Durham-RTC,4051918,4197964,4197592,4052410
4009244,805,Chapel Hill-Woodcroft-RTC,4197592,4197966,4197866,4197814,4197860,4197858,4198006,4198010,4198014,4049682,4049686,4049882,4050074,4049494,4050914,4052658,4050742,4049498,4051970,4049762,4053078,4054070,4190628,4049502,4198064,4049506,4049598,4051946,4050282,4050374,4134102,4197634,4197622,4197896,4197638,4061194,4062498,4061546,4062666,4062402,4061922,4061962,4061954,4061942,4062670,4062002,4062010,4061950,4061946,4061918,4062398,4062662,4062494,4062534,4061190,4197618,4197620,4197636,4197624,4198114,4198108,4198102,4200736,4197968,4197626,4198062,4197628,4051410,4198106,4052158,4213502,4050718,4050738,4049622,4050078,4049606,4049486,4049694,4049490,4051678,4051926,4053478,4198016,4198012,4198004,4197856,4197868,4197644,4197646,4197964
4009246,90,State Fair,4062010,4061950,4061946,4062674,4061798,4062650,4062078,4062070,4062122,4062102,4062090,4062430,4062422,4062734,4049706,4198116,4198118,4198112,4049414,4049418,4049710,4049422,4052758,4050710,4197598,4098438,4098542,4098486,4098738,4197876,4052478,4051918,4062662,4061210,4197592,4211962
4009248,102,Raleigh-Garner (Operated by GoRaleigh),4100198,4196844,4103002,4099910,4198032,4198036,4198040,4198044,4197836,4197838,4198048,4197842,4099846,4197832,4103882,4103894,4104490,4197830,4099842,4197840,4197834,4198050,4198028,4198046,4198042,4198038,4198034
4009250,420,Hillsborough-Chapel Hill (Operated by CHT),4197934,4198018,4198024,4197936,4197938,4197992,4198100,4197940,4197944,4063278,4062626,4061802,4061906,4061962,4061954,4061942,4062670,4062002,4062010,4061950,4061946,4062674,4061798,4062482,4062554,4197946,4197950,4197948,4197942
4009252,800,Chapel Hill-Southpoint-RTC,4197592,4197966,4197866,4197814,4197860,4197858,4198006,4198010,4198014,4049682,4049686,4049882,4050074,4049494,4050914,4052658,4050742,4049498,4049690,4052494,4053390,4049618,4197896,4197638,4061194,4062498,4061546,4062666,4062402,4061922,4061962,4061954,4061942,4062670,4062002,4062010,4061950,4061946,4061918,4062398,4062662,4062494,4062534,4061190,4197618,4197620,4049406,4049410,4049850,4050718,4050738,4049622,4050078,4049606,4049486,4049694,4049490,4051678,4051926,4053478,4198016,4198012,4198004,4197856,4197868,4197644,4197646,4197964
4009254,800 S,Southpoint - UNC Hospitals,4052494,4053390,4049618,4197896,4197638,4061194,4062498,4061546,4062666,4062402,4061922,4061962,4061954,4061942,4062670,4062002,4062010,4061950,4061946,4061918,4062398,4062662,4062494,4062534,4061190,4197618,4197620,4049406,4049410
4000076,1,Northgate/North Pointe/Croasdaile Crossings/Willowdale,4051918,4049794,4050906,4052634,4049834,4051398,4050298,4049958,4050806,4050182,4053910,4098566,4098678,4098638,4053918,4050462,4050518,4051298,4051390,4052018,4050554,4051350,4054134,4052978,4051706,4051242,4049798,4052558,4052126,4051686,4051382,4051482,4051002,4052182,4111622,4053282,4053286,4053290,4053246,4053250,4053254,4181376,4053262,4053266,4053270,4050930,4051702,4051542,4050390,4050330,4052970,4052974,4052394,4098686,4098618,4053934,4052294,4049786,4049862,4050574,4050422,4050102,4050110,4050910,4053666,4052478
4000077,10,South Square/New Hope Commons,4051918,4050162,4054138,4116530,4049754,4050530,4050650,4052870,4050642,4051122,4052826,4050934,4051858,4051102,4052534,4052314,4052198,4049846,4052130,4051234,4049766,4052454,4051338,4052622,4050218,4051682,4050210,4052386,4050190,4051594,4051570,4116534,4053118,4050490,4052330,4050514,4050754,4052058,4051466,4049826,4052554,4053122,4049970,4050086,4052582,4049858,4050206,4051634,4050334,4050346,4053126,4050138,4052318,4134082,4051326,4051990,4181390,4053230,4053234,4051610,4049706,4116538,4134086,4116542,4049414,4049418,4049710,4049422,4052758,4050414,4050658,4050622,4053226,4050050,4052442,4051214,4052362,4052114,4050646,4053134,4054062,4053806,4052654,4050198,4051762,4052170,4049750,4052818,4051070,4051790,4050146,4050786,4052326,4050654,4050174,4051646,4052346,4050226,4050990,4116546,4051294
4000078,11,Duke/VA/Hillsborough Rd,4051918,4053846,4050886,4052566,4053138,4049934,4054186,4052474,4052678,4050458,4098714,4098770,4098706,4098674,4098514,4098642,4098654,4098594,4098470,4098666,4098630,4098734,4098494,4098498,4098774,4098582,4098606,4098490,4098790,4098670,4098550,4051134,4050506,4052646,4052350,4051658,4111694,4052830,4051498,4053146,4050938,4052022,4053958,4052226,4053662,4050874,4098590,4098658,4098750,4098762,4134094,4098634,4098530,4098542,4098486,4098466,4098786,4098482,4098766,4098518,4098746,4098626,4098758,4098646,4098574,4098718,4098546,4098578,4098726,4098730,4051514,4052782,4051222,4213492,4052518,4051950,4051538,4053666,4052478
4000079,12,NCCU/Hwy 54 & 55,4051918,4050142,4049954,4050250,4050550,4050026,4051138,4050418,4052938,4052670,4050690,4050878,4052942,4052406,4051414,4053974,4049726,4052046,4051330,4050358,4051474,4053670,4053674,4053678,4053682,4051270,4051678,4051926,4053478,4053482,4053518,4053978,4053486,4053490,4053494,4053498,4053510,4050158,4052054,4052562,4116554,4050558,4050686,4050510,4050126,4051894,4051898,4052598,4050894,4116558,4051210,4049734,4049730,4052410,4053982,4050770,4052810,4052186,4051202,4051422,4053986,4052166,4049718,4050370,4049682,4049686,4051582
4000081,15,TW Alexander/Brier Creek,4051918,4053998,4181380,4054194,4053446,4211372,4053454,4053458,4116562,4196810,4053318,4053306,4053322,4196812,4116566,4211368,4174908,4116570,4054226,4174910,4053462,4053470,4053474,4053434,4125182,4054002,4052410,4211370
4000085,2,East Durham/Angier Ave,4051774,4053598,4053602,4052686,4053606,4050234,4050626,4049810,4053610,4051730,4050018,4052334,4051362,4051722,4051558,4050542,4050098,4050726,4050254,4051446,4050822,4051426,4050430,4050122,4051618,4052914,4054174,4052042,4054178,4051818,4050526,4053578,4051918,4050858,4053574,4053582,4053830,4050474,4054170,4163714,4054130,4052842,4052378,4052762,4052906,4116318,4134058,4134042,4134050,4052074,4181382,4181384,4181386,4050350,4053594,4188138,4052910,4052010,4053298,4116322,4052902
4000086,3,The Village/Glenview Station,4053570,4053542,4053546,4054182,4052918,4052430,4054106,4054110,4051370,4054114,4054118,4051010,4050926,4052922,4050398,4050698,4053950,4052298,4120846,4050502,4051110,4051626,4054126,4116354,4053590,4163722,4054222,4053554,4051918,4053622,4053550,4049818,4116346,4051334,4050290,4050378,4050230,4051506,4051602,4051094,4052050,4051830,4054122,4050662,4050722,4051266,4051430,4052370,4053942,4116350,4120186,4053526,4053530
4000087,4,N Roxboro/Durham Regional/North Duke Crossing,4051918,4053574,4053586,4053186,4053346,4053350,4053354,4053358,4050242,4051054,4049842,4049814,4051698,4053614,4051050,4051130,4050042,4051606,4050326,4052526,4052666,4050810,4052450,4050318,4052858,4050002,4051650,4052850,4051150,4052594,4051302,4050842,4051586,4051142,4051994,4054198,4153110,4050082,4053086,4050450,4052290,4052178,4049978,4049838,4050546,4049802,4052070,4050538,4051554,4051526,4052934,4176252,4051726,4052602,4050134,4051178,4049898,4053362,4053366,4053370,4053374,4053618,4181388
4000088,5,Fayetteville St/NCCU/Southpoint,4052494,4053390,4049618,4116366,4116370,4116374,4053394,4053398,4053402,4052242,4051970,4049762,4053078,4054066,4054070,4190628,4050342,4052338,4051666,4050386,4050010,4051782,4120194,4174906,4053410,4053414,4054074,4053062,4049938,4053058,4051310,4050794,4050310,4052750,4052886,4050314,4052722,4050798,4051262,4116302,4052322,4050638,4181374,4054142,4051294,4051918,4050162,4054138,4050022,4051866,4181378,4053646,4049822,4051346,4051694,4052034,4050286,4052398,4051158,4050694,4051354,4052014,4052206,4052078,4051246,4052110,4051630,4053042,4053406,4116362,4120190,4053218,4050094,4051314,4052550,4050986,4050214,4051410,4051518,4052158,4213502,4054058,4053386,4051582
4000089,6,Duke/VA/American Village,4051918,4051118,4052894,4098778,4098614,4098690,4098562,4098722,4098526,4191614,4098558,4098454,4098458,4098810,4098786,4098482,4098506,4098462,4098598,4098782,4098774,4098582,4098502,4098554,4098474,4098586,4098570,4098622,4111638,4051286,4111642,4053654,4050802,4052770,4111646,4111650,4111654,4111658,4111662,4111666,4098438,4098542,4098486,4098466,4213490,4098738,4098862,4098650,4098814,4098858,4098510,4098662,4098522,4098710,4098694,4050598,4051462,4052478,4052890,4098682
4000090,7,Forest Hills/Weaver Street/MLK Pkwy,4116422,4116426,4054146,4051982,4053630,4051194,4120194,4051582,4174906,4053410,4053414,4054074,4050958,4052106,4051042,4053634,4053082,4051386,4051342,4051690,4051834,4051714,4050154,4051090,4050590,4050186,4051674,4051030,4052462,4111618,4051162,4053114,4050306,4052410,4051918,4050162,4054138,4050022,4049974,4052194,4213452,4051942,4050862,4052234,4050866,4052422,4051854,4054054,4052062,4052118,4052426,4052610,4051638,4049886,4052718,4051846,4050302,4049986,4052458,4052734,4051630,4053042,4053406,4116362,4120190,4054162,4053626,4052174,4050038,4153106,4116418
4000091,8,Lawson St/NCCU/Durham Tech,4051918,4053622,4116430,4052234,4050866,4052422,4051854,4054054,4052062,4050014,4053150,4051810,4050258,4049866,4051902,4052802,4053010,4050366,4050562,4052822,4053870,4052390,4053014,4053018,4053878,4116434,4053022,4053866,4053026,4053030,4053034,4053886,4051934,4053882,4116438,4050610,4053874,4052302,4052806,4051914,4051114,4052706,4052150,4051798,4053170,4051966,4116446,4116450,4116454,4050154,4051090,4050590,4050186,4051674,4134066,4116458,4054222,4053554,4050426,4050498,4051258,4052274,4050706,4050814
4000092,9,Dearborn Dr/Durham Regional/Foxfire/Riverview,4051918,4053622,4053550,4052702,4052438,4052614,4050922,4053102,4053106,4052746,4051734,4050410,4050106,4050246,4050354,4051402,4050194,4052630,4049990,4050666,4051358,4051486,4050846,4052202,4050838,4051182,4050434,4051978,4051510,4050034,4052146,4052542,4052238,4049758,4051550,4052786,4050442,4052098,4051086,4050466,4049874,4051614,4050734,4051074,4050630,4052642,4050946,4051098,4050582,4051418,4050818,4050082,4053086,4052858,4050002,4051650,4052850,4051150,4052594,4051302,4050842,4052990,4052994,4116462,4116466,4116470,4116474,4116526,4052402,4051586,4054010,4050030,4050746,4050998,4049946,4051126,4050066,4153114,4051958,4050070,4116522,4051142,4051994,4054198,4153110,4050950,4049982,4053778,4053090,4050730,4050898,4050594,4051318,4050570,4051018,4050618,4051170,4052090,4051882,4052142,4052086,4050478,4052466,4051066,4051038,4049962,4053094,4051026,4052210,4052026,4050270,4050062,4050750,4049774,4052618,4052586,4051974,4049770,4053110,4052486,4053098,4050114,4054210,4052250,4051822,4054230,4053554
4000093,BCC,Bull City Connector,4177596,4177606,4098738,4098602,4098818,4098866,4098822,4135422,4051538,4135418,4053826,4177598,4053578,4053582,4053830,4050474,4054170,4052902,4053834,4054174,4052042,4054178,4051818,4050526,4050858,4177600,4053842,4053846,4050886,4135426,4098830,4177602,4177604,4098838,4098810,4098134,4136130
4002670,1a,Northgate/North Pointe/Loehmanns,4051918,4049794,4050906,4052634,4049834,4051398,4050298,4049958,4050806,4050182,4053910,4098566,4098678,4098638,4053918,4050462,4050518,4051298,4051390,4052018,4050554,4051350,4054134,4052978,4051706,4051242,4049798,4052558,4052126,4051686,4051382,4052958,4185866,4051106,4052962,4052966,4113682,4113674,4113678,4113690,4054102,4051642,4052394,4098686,4098618,4053934,4052294,4049786,4049862,4050574,4050422,4050102,4050110,4050910,4053666
4002674,1b,Northgate/Guess Rd/Willowdale,4051918,4049794,4050906,4052634,4049834,4051398,4050298,4049958,4050806,4050182,4053910,4098566,4098678,4098638,4052950,4052954,4052958,4051706,4051242,4049798,4052558,4053282,4053286,4053290,4053246,4053250,4053254,4181376,4053262,4053266,4053270,4050930,4051702,4051542,4050390,4050330,4052970,4052974,4052394,4098686,4098618,4053934,4052294,4049786,4049862,4050574,4050422,4050102,4050110,4050910,4053666
4002678,6b,Duke/VA Hospital/Sparger Rd,4051918,4051118,4052894,4098778,4098614,4098690,4098562,4098722,4098526,4191614,4098558,4098454,4098458,4098810,4098134,4098774,4098582,4098502,4098554,4098474,4098586,4163710,4098622,4111638,4051286,4111674,4134074,4111678,4052830,4051498,4053146,4050938,4052022,4053958,4163726,4111686,4134070,4111690,4111650,4111654,4111658,4111662,4111666,4098438,4098542,4098486,4098466,4213490,4098738,4098862,4098650,4098682,4098814,4098858,4098510,4098662,4098522,4098710,4098694,4050598,4051462,4052478,4111694
4003038,14,Hwy 54 & 55/Southpoint,4053478,4053482,4053518,4053978,4053486,4053490,4053494,4053498,4053510,4050158,4049882,4050074,4049494,4050914,4213500,4052658,4050742,4049498,4051970,4049762,4053078,4054066,4054070,4190628,4049502,4049506,4049598,4051946,4050282,4050374,4134102,4116414,4049406,4049410,4052494,4053390,4049618,4116366,4116370,4116374,4053394,4053398,4053402,4052242,4050718,4050738,4049622,4050078,4213498,4049606,4049486,4049694,4049490,4116378,4116382,4116386,4116390,4116394,4116398,4116402,4116406,4116410,4049682,4049850,4049686,4049690
4003042,10a,South Square/New Hope Commons,4051918,4050162,4054138,4116530,4049754,4050530,4050650,4052870,4050642,4051122,4052826,4050934,4051858,4051102,4052534,4052314,4052198,4049846,4052130,4051234,4049766,4052454,4051338,4052622,4050218,4051682,4050210,4052386,4050190,4051594,4051570,4116534,4053118,4050490,4052330,4050514,4050754,4052058,4051466,4049826,4052554,4053122,4049970,4050086,4052582,4049858,4050206,4051634,4050334,4050346,4053126,4050138,4052318,4051326,4051990,4181390,4053230,4053234,4051610,4049706,4116538,4134086,4116542,4049414,4049418,4049710,4049422,4052758,4050414,4050658,4050622,4053226,4050050,4052442,4051214,4052362,4052114,4050646,4053134,4054062,4053806,4052654,4050198,4051762,4052170,4049750,4052818,4051070,4051790,4050146,4050786,4052326,4050654,4050174,4051646,4052346,4050226,4050990,4116546,4051294,4134082
4003046,10b,South Square/Pickett Rd,4051918,4050162,4054138,4116530,4049754,4050530,4050650,4052870,4050642,4051122,4052826,4050934,4051858,4051102,4052534,4052314,4052198,4049846,4052130,4051234,4049766,4053118,4050490,4052330,4050514,4050754,4052058,4051466,4049826,4052554,4050534,4050966,4050274,4052758,4050710,4051078,4052222,4053054,4052794,4052578,4052134,4051598,4049966,4051566,4053214,4050622,4053226,4050050,4052442,4051214,4052362,4052114,4050646,4053134,4054062,4053806,4052654,4050198,4051762,4052170,4049750,4052818,4051070,4051790,4050146,4050786,4052326,4050654,4050174,4051646,4052346,4050226,4050990,4116546,4051294
4003058,3b,The Village/Hwy 98/Southern HS,4051918,4053622,4053550,4049818,4116346,4051334,4050290,4050378,4050230,4051506,4051602,4051094,4052050,4051830,4054122,4053154,4052218,4053158,4052038,4051478,4049830,4051806,4053438,4053442,4050854,4054082,4053706,4054078,4049906,4050222,4051986,4053710,4053714,4050362,4052446,4050338,4050834,4051814,4052834,4051034,4053718,4052230,4054218,4051758,4050454,4052374,4053690,4050926,4052922,4050398,4050698,4053950,4052298,4120846,4050502,4051110,4051626,4054126,4116354,4053590,4163722,4054222,4053554
4003062,2a,East Durham/Angier Ave,4051774,4053598,4053602,4052686,4053606,4050234,4050626,4049810,4053610,4051730,4050018,4052334,4051362,4051722,4051558,4050542,4050098,4050726,4050254,4051446,4050822,4051426,4050430,4050122,4051618,4052914,4054174,4052042,4163722,4054222,4053554,4051918,4053622,4053558,4050474,4054170,4163714,4054130,4052842,4052378,4052762,4052906,4116318,4134058,4134042,4134050,4116358,4052074,4181382,4181384,4181386,4050350,4053594,4188138,4052910,4052010,4053298,4116322,4052902
4003066,9a,Dearborn Dr/Durham Regional/Riverside HS,4051918,4053622,4053550,4052702,4052438,4052614,4050922,4053102,4053106,4052746,4051734,4050410,4050106,4050246,4050354,4051402,4050194,4052630,4049990,4050666,4051358,4052238,4049758,4051550,4052786,4050442,4052098,4051086,4050466,4049874,4051614,4050734,4051074,4050630,4052642,4050946,4051098,4050582,4051418,4050818,4050082,4053086,4052858,4050002,4051650,4052850,4051150,4052594,4051302,4050842,4052990,4052994,4116462,4116466,4116470,4116474,4050438,4116478,4116482,4200798,4116486,4053250,4053254,4116490,4116494,4116498,4053002,4053006,4051502,4054042,4052402,4051586,4051142,4051994,4054198,4153110,4195474,4050950,4049982,4053778,4053090,4050730,4050898,4050594,4051318,4050570,4051018,4050618,4051170,4052090,4051882,4052142,4052086,4050478,4052466,4051066,4051038,4049962,4051486,4050846,4052202,4050838,4051182,4050434,4051978,4051510,4050034,4052146,4052542,4053094,4051026,4052210,4052026,4050270,4050062,4050750,4049774,4052618,4052586,4051974,4049770,4053110,4052486,4053098,4050114,4054210,4052250,4051822,4054230,4053554
4003070,9b,Dearborn/Ben Franklin/Riverview/Northern HS,4051918,4053622,4053550,4052702,4052438,4052614,4050922,4053102,4053106,4052746,4051734,4050410,4050106,4050246,4050354,4051402,4050194,4052630,4049990,4050666,4051358,4051486,4050846,4052202,4050838,4051182,4050434,4051978,4051510,4050034,4052146,4052542,4052238,4049758,4051550,4052786,4050442,4052098,4051086,4050466,4049874,4051614,4050734,4051074,4050630,4052642,4050946,4051098,4050582,4116310,4116314,4116502,4116506,4116550,4116510,4116514,4054010,4050030,4050746,4050998,4049946,4051126,4050066,4054014,4052846,4052102,4051274,4052006,4050890,4199418,4050830,4120850,4116518,4054030,4049926,4054034,4049806,4153114,4051958,4050070,4116522,4051142,4051994,4116298,4116294,4054234,4052674,4051766,4050730,4050898,4050594,4051318,4050570,4051018,4050618,4051170,4052090,4051882,4052142,4052086,4050478,4052466,4051066,4051038,4049962,4053094,4051026,4052210,4052026,4050270,4050062,4050750,4049774,4052618,4052586,4051974,4049770,4053110,4052486,4053098,4050114,4054210,4052250,4051822,4054230,4053554
4004490,5k,MLK Parkway End,4051918,4050162,4054138,4050022,4051866,4181378,4053646,4049822,4051346,4051694,4052034,4050286,4052398,4051158,4050694,4051354,4052014,4052206,4052078,4051246,4052110,4051630,4053042,4053406,4116362,4120190,4054162,4053626,4134090,4051582,4174906,4053410,4053414,4054074,4053062,4049938,4053058,4051310,4050794,4050310,4052750,4052886,4050314,4052722,4050798,4051262,4116302,4052322,4050638,4181374,4054142,4051294
